time,concentration_of_chlorophyll_in_water,chl
2014-11-21,,3.4622070789337163
2014-11-22,,3.454850673675537
2014-11-23,,2.5138750076293945
2014-11-24,,2.4976427555084233
2014-11-25,,2.497700452804565
2014-11-26,,2.4990129470825195
2014-11-27,,2.0861177444458012
2014-11-28,,2.168811082839966
2014-11-29,,2.173964262008667
2014-11-30,,2.1685941219329834
2014-12-01,,3.8249833583831783
2014-12-02,,3.821156024932861
2014-12-03,,4.1579132080078125
2014-12-04,,4.319416999816895
2014-12-05,,4.318826675415038
2014-12-06,,4.3128628730773935
2014-12-07,,4.3128437995910645
2014-12-08,1.53,3.835975646972656
2014-12-09,,2.3675687313079834
2014-12-10,,1.5834425687789917
2014-12-11,,1.6895560026168823
2014-12-12,,1.7039128541946411
2014-12-13,,1.8895921707153318
2014-12-14,,1.9705162048339844
2014-12-15,,1.3745659589767456
2014-12-16,,1.091274976730347
2014-12-17,,1.0075144767761228
2014-12-18,,1.3791091442108154
2014-12-19,,2.313262462615967
2014-12-20,,1.7788748741149902
2014-12-21,,1.894196629524231
2014-12-22,,1.7710632085800169
2014-12-23,,1.6615455150604248
2014-12-24,,1.6784369945526123
2014-12-25,,1.739844799041748
2014-12-26,,1.8162783384323118
2014-12-27,,1.642419934272766
2014-12-28,,1.650397777557373
2014-12-29,,2.4422149658203125
2014-12-30,,0.5304553508758545
2014-12-31,,2.2336366176605225
2015-01-01,,2.2373487949371342
2015-01-02,,2.2822232246398926
2015-01-03,,2.702799081802368
2015-01-04,,3.0079724788665767
2015-01-05,,3.0162856578826904
2015-01-06,,2.7091522216796875
2015-01-07,,2.7379190921783447
2015-01-08,,3.025498151779175
2015-01-09,,3.786548137664795
2015-01-10,,4.662182807922363
2015-01-11,,5.221624374389648
2015-01-12,,4.00372314453125
2015-01-13,,3.0100314617156982
2015-01-14,,2.4657273292541504
2015-01-15,,2.55583930015564
2015-01-16,,3.050840139389038
2015-01-17,,3.099921703338623
2015-01-18,,3.100449562072754
2015-01-19,,4.759593486785889
2015-01-20,,3.2845025062561035
2015-01-21,1.33,3.0372097492218018
2015-01-22,,4.157333850860597
2015-01-23,,2.7520511150360107
2015-01-24,,2.512453556060791
2015-01-25,,2.5124585628509517
2015-01-26,,2.8749330043792725
2015-01-27,,3.2573761940002437
2015-01-28,,3.0612330436706543
2015-01-29,,2.275226593017578
2015-01-30,,2.0283381938934326
2015-01-31,,1.1426880359649658
2015-02-01,,1.9189804792404173
2015-02-02,,2.368476867675781
2015-02-03,,2.939887046813965
2015-02-04,,3.9750940799713135
2015-02-05,,1.8750096559524536
2015-02-06,,4.1568822860717765
2015-02-07,,4.194587707519531
2015-02-08,,2.792158603668213
2015-02-09,,2.4865102767944336
2015-02-10,,1.6982228755950928
2015-02-11,,3.7084927558898926
2015-02-12,,4.891794204711914
2015-02-13,,4.88095760345459
2015-02-14,,4.652665615081787
2015-02-15,,4.624156475067139
2015-02-16,,5.78549337387085
2015-02-17,,5.751878261566162
2015-02-18,,5.518019199371338
2015-02-19,3.9,5.230127811431885
2015-02-20,,4.9371604919433585
2015-02-21,,3.846221923828125
2015-02-22,,4.218240737915038
2015-02-23,,6.262138843536378
2015-02-24,,8.092884063720701
2015-02-25,,5.7369327545166025
2015-02-26,,4.281724452972412
2015-02-27,,5.220689296722412
2015-02-28,,5.367249011993408
2015-03-01,,4.9501004219055185
2015-03-02,,4.962117671966553
2015-03-03,,3.6915395259857178
2015-03-04,10.1,3.503822565078736
2015-03-05,,4.3849735260009775
2015-03-06,,6.634348392486572
2015-03-07,,6.351492404937744
2015-03-08,,5.650542736053468
2015-03-09,,5.032874584197998
2015-03-10,,6.338531970977782
2015-03-11,,7.04245138168335
2015-03-12,,9.664407730102539
2015-03-13,,8.849939346313477
2015-03-14,,8.849939346313477
2015-03-15,,8.826889991760254
2015-03-16,,14.10834503173828
2015-03-17,,14.315301895141602
2015-03-18,,14.444992065429688
2015-03-19,13.0,14.602314949035645
2015-03-20,,10.520201683044434
2015-03-21,,14.163622856140135
2015-03-22,,47.44975662231445
2015-03-23,,14.813302993774414
2015-03-24,,14.178767204284668
2015-03-25,,12.288501739501953
2015-03-26,,9.468463897705078
2015-03-27,,9.489418029785156
2015-03-28,,9.506246566772461
2015-03-29,,33.267791748046875
2015-03-30,,33.34687042236328
2015-03-31,,16.343297958374027
2015-04-01,,16.385608673095707
2015-04-02,8.9,16.62723159790039
2015-04-03,,15.415796279907227
2015-04-04,,7.023138999938965
2015-04-05,,13.694015502929688
2015-04-06,,3.1751880645751958
2015-04-07,,3.1717195510864262
2015-04-08,,9.86792278289795
2015-04-09,,9.606419563293457
2015-04-10,,9.53719711303711
2015-04-11,,34.310699462890625
2015-04-12,,46.087303161621094
2015-04-13,,45.65138244628906
2015-04-14,,32.23811721801758
2015-04-15,,55.23349380493164
2015-04-16,,29.47402381896973
2015-04-17,6.7,12.069232940673828
2015-04-18,,18.537521362304688
2015-04-19,,7.5169429779052725
2015-04-20,,21.428186416625977
2015-04-21,,22.601354598999023
2015-04-22,,10.796592712402344
2015-04-23,,13.410862922668455
2015-04-24,,35.064041137695305
2015-04-25,,35.064002990722656
2015-04-26,,23.06423377990723
2015-04-27,,25.73347473144531
2015-04-28,,20.786619186401367
2015-04-29,,19.908802032470703
2015-04-30,,15.048171997070312
2015-05-01,7.4,12.763162612915039
2015-05-02,,11.285335540771484
2015-05-03,,11.28174877166748
2015-05-04,,6.737588405609131
2015-05-05,,6.62591028213501
2015-05-06,,12.106121063232422
2015-05-07,,8.119124412536621
2015-05-08,,4.912299633026123
2015-05-09,,5.687611103057861
2015-05-10,,11.452398300170898
2015-05-11,,11.434056282043455
2015-05-12,,13.710983276367188
2015-05-13,,15.676356315612793
2015-05-14,,12.990345001220705
2015-05-15,,13.462367057800293
2015-05-16,,14.300566673278807
2015-05-17,,17.81141471862793
2015-05-18,16.0,18.68539428710937
2015-05-19,,8.228400230407715
2015-05-20,,4.515923976898193
2015-05-21,,10.568812370300293
2015-05-22,,17.001171112060547
2015-05-23,,18.9829216003418
2015-05-24,,12.047319412231445
2015-05-25,,11.320707321166992
2015-05-26,,2.809957981109619
2015-05-27,,5.137960910797119
2015-05-28,,5.08015251159668
2015-05-29,,4.640552520751953
2015-05-30,,9.731932640075684
2015-05-31,,9.72754192352295
2015-06-01,,9.83851146697998
2015-06-02,,25.4602108001709
2015-06-03,15.3,27.75431632995605
2015-06-04,,18.679340362548828
2015-06-05,,16.13960838317871
2015-06-06,,11.582715034484865
2015-06-07,,9.518205642700195
2015-06-08,,5.625263690948486
2015-06-09,,6.520802974700928
2015-06-10,,14.753378868103027
2015-06-11,,13.99579906463623
2015-06-12,,9.0137939453125
2015-06-13,,9.0137939453125
2015-06-14,,10.650997161865234
2015-06-15,,20.737255096435547
2015-06-16,5.2,13.07284927368164
2015-06-17,,13.07714557647705
2015-06-18,,11.363448143005373
2015-06-19,,6.954391479492188
2015-06-20,,3.852156639099121
2015-06-21,,2.849874258041382
2015-06-22,,4.57719087600708
2015-06-23,,5.460954666137695
2015-06-24,,10.398365020751953
2015-06-25,,16.539249420166016
2015-06-26,,18.4013671875
2015-06-27,,18.827716827392575
2015-06-28,,18.827716827392575
2015-06-29,,22.04136657714844
2015-06-30,,20.881000518798828
2015-07-01,11.2,19.142702102661133
2015-07-02,,18.85482406616211
2015-07-03,,15.466329574584961
2015-07-04,,21.95749855041504
2015-07-05,,21.95682144165039
2015-07-06,,24.582822799682614
2015-07-07,,19.86051750183105
2015-07-08,,8.613706588745117
2015-07-09,,16.265165328979492
2015-07-10,,18.558664321899414
2015-07-11,,15.310834884643555
2015-07-12,,15.184507369995115
2015-07-13,,14.97318172454834
2015-07-14,,7.700993537902832
2015-07-15,,7.61447811126709
2015-07-16,5.1,7.969587326049805
2015-07-17,,7.982527732849121
2015-07-18,,19.287593841552734
2015-07-19,,10.840811729431152
2015-07-20,,13.26875114440918
2015-07-21,,38.49782180786133
2015-07-22,,14.76046657562256
2015-07-23,,17.336647033691403
2015-07-24,,18.221071243286133
2015-07-25,,19.474292755126953
2015-07-26,,15.198899269104006
2015-07-27,,9.540087699890137
2015-07-28,,9.151741981506348
2015-07-29,,10.429299354553224
2015-07-30,,12.532829284667967
2015-07-31,2.6,10.558969497680664
2015-08-01,,10.564560890197754
2015-08-02,,10.59319019317627
2015-08-03,,11.590633392333984
2015-08-04,,9.062506675720217
2015-08-05,,7.993743896484375
2015-08-06,,9.197552680969238
2015-08-07,,9.447834014892578
2015-08-08,,13.68960189819336
2015-08-09,,15.49876594543457
2015-08-10,,15.790975570678713
2015-08-11,,16.323535919189453
2015-08-12,,13.282148361206055
2015-08-13,5.4,13.266916275024414
2015-08-14,,10.065614700317383
2015-08-15,,9.386332511901855
2015-08-16,,9.681429862976074
2015-08-17,,10.708562850952148
2015-08-18,,14.5372314453125
2015-08-19,,14.527477264404295
2015-08-20,,16.324638366699222
2015-08-21,,14.892070770263672
2015-08-22,,9.214244842529297
2015-08-23,,18.33810806274414
2015-08-24,,16.666765213012695
2015-08-25,,9.04766082763672
2015-08-26,,8.844748497009277
2015-08-27,,14.489272117614744
2015-08-28,,14.502341270446776
2015-08-29,,9.939391136169434
2015-08-30,,7.486562252044678
2015-08-31,14.1,6.72402811050415
2015-09-01,,8.808991432189941
2015-09-02,,7.951656818389893
2015-09-03,,8.741229057312013
2015-09-04,,6.92236328125
2015-09-05,,7.506252765655518
2015-09-06,,7.139606952667236
2015-09-07,,4.166257858276366
2015-09-08,,5.6839637756347665
2015-09-09,,10.588915824890137
2015-09-10,,14.031702995300293
2015-09-11,,14.023192405700685
2015-09-12,,14.023027420043945
2015-09-13,,5.149602890014648
2015-09-14,5.9,5.1358375549316415
2015-09-15,,4.146761894226073
2015-09-16,,5.05061149597168
2015-09-17,,6.1872076988220215
2015-09-18,,6.3132686614990225
2015-09-19,,8.182844161987305
2015-09-20,,8.016384124755861
2015-09-21,,4.589166164398193
2015-09-22,,4.415431022644043
2015-09-23,,3.81053638458252
2015-09-24,,4.2657203674316415
2015-09-25,,4.282942771911621
2015-09-26,,7.603408813476562
2015-09-27,,5.997896194458008
2015-09-28,,12.737537384033205
2015-09-29,,12.761445999145508
2015-09-30,,7.1842308044433585
2015-10-01,,11.236886024475098
2015-10-02,,9.454599380493164
2015-10-03,,9.426900863647461
2015-10-04,,7.576274871826173
2015-10-05,,7.051295757293701
2015-10-06,,4.094706535339356
2015-10-07,,2.911292314529419
2015-10-08,,2.826711893081665
2015-10-09,,3.197026491165161
2015-10-10,,9.269606590270996
2015-10-11,,8.9179048538208
2015-10-12,,6.827192783355713
2015-10-13,5.7,4.508359432220459
2015-10-14,,4.3944005966186515
2015-10-15,,4.635342597961426
2015-10-16,,5.138803005218506
2015-10-17,,1.595518708229065
2015-10-18,,1.5613447427749634
2015-10-19,,1.6384074687957764
2015-10-20,,1.7208977937698364
2015-10-21,,1.6987950801849363
2015-10-22,,1.8907358646392824
2015-10-23,,1.7500166893005369
2015-10-24,,8.536276817321777
2015-10-25,,9.713393211364746
2015-10-26,,10.089995384216307
2015-10-27,,3.0452005863189697
2015-10-28,,4.093987941741943
2015-10-29,,2.263144016265869
2015-10-30,,2.2663469314575195
2015-10-31,,3.4607651233673096
2015-11-01,,4.155996799468993
2015-11-02,,4.946437358856201
2015-11-03,,13.829198837280273
2015-11-04,,13.80020809173584
2015-11-05,,13.816169738769533
2015-11-06,,9.101484298706056
2015-11-07,,12.417219161987305
2015-11-08,,6.913071632385254
2015-11-09,,7.112236976623535
2015-11-10,,7.129983901977539
2015-11-11,7.6,7.345581531524657
2015-11-12,,7.277201652526855
2015-11-13,,5.642586708068848
2015-11-14,,5.6430301666259775
2015-11-15,,6.411833763122559
2015-11-16,,4.973310947418213
2015-11-17,,3.5618469715118413
2015-11-18,,3.500229835510254
2015-11-19,,2.4897968769073486
2015-11-20,,2.002687692642212
2015-11-21,,1.91756284236908
2015-11-22,,9.001265525817871
2015-11-23,,8.984980583190918
2015-11-24,,2.891963243484497
2015-11-25,,2.7856295108795166
2015-11-26,,4.897950172424316
2015-11-27,,4.898024559020996
2015-11-28,,4.101346015930177
2015-11-29,,4.196237087249757
2015-11-30,,2.992682456970215
2015-12-01,,1.3398170471191406
2015-12-02,,1.6660802364349363
2015-12-03,,1.6940268278121948
2015-12-04,,3.125288724899292
2015-12-05,,3.125288724899292
2015-12-06,,3.1187801361083984
2015-12-07,,2.7468960285186768
2015-12-08,,2.74626088142395
2015-12-09,,2.796611785888672
2015-12-10,3.4,2.7957866191864014
2015-12-11,,2.7620775699615483
2015-12-12,,2.514918565750122
2015-12-13,,2.4994630813598637
2015-12-14,,2.50028395652771
2015-12-15,,2.635162115097046
2015-12-16,,2.6310842037200928
2015-12-17,,2.640848159790039
2015-12-18,,2.719639301300049
2015-12-19,,1.0649268627166748
2015-12-20,,1.0280847549438477
2015-12-21,,1.0223140716552734
2015-12-22,,1.0223146677017212
2015-12-23,,1.2818173170089722
2015-12-24,,1.111931085586548
2015-12-25,,1.1798588037490845
2015-12-26,,1.1523939371109009
2015-12-27,,1.45131254196167
2015-12-28,,1.2394651174545288
2015-12-29,,1.2484123706817627
2015-12-30,,1.2381446361541748
2015-12-31,,1.2308671474456787
2016-01-01,,1.4231771230697632
2016-01-02,,1.4259135723114014
2016-01-03,,1.4793177843093872
2016-01-04,,1.4193395376205444
2016-01-05,,1.2629917860031128
2016-01-06,,1.3192960023880005
2016-01-07,,1.310397386550903
2016-01-08,,1.299813747406006
2016-01-09,,1.327159762382507
2016-01-10,,1.334060788154602
2016-01-11,1.62,1.128507137298584
2016-01-12,,0.9498171210289
2016-01-13,,1.4373221397399902
2016-01-14,,2.258272647857666
2016-01-15,,1.4799247980117798
2016-01-16,,1.8390136957168581
2016-01-17,,2.262190580368042
2016-01-18,,2.299373149871826
2016-01-19,,2.0666675567626958
2016-01-20,,2.2973456382751465
2016-01-21,,2.252685546875
2016-01-22,,2.8947772979736333
2016-01-23,,3.032469749450684
2016-01-24,,3.2003786563873287
2016-01-25,,3.0646178722381587
2016-01-26,,3.0650851726531982
2016-01-27,,3.4561569690704346
2016-01-28,,3.4574716091156006
2016-01-29,,3.4574716091156006
2016-01-30,,3.540038585662842
2016-01-31,,4.098136425018311
2016-02-01,,3.803627252578736
2016-02-02,,3.7550125122070312
2016-02-03,,2.266024351119995
2016-02-04,,1.7763607501983645
2016-02-05,,1.7047376632690432
2016-02-06,,1.7871605157852173
2016-02-07,,1.7712070941925049
2016-02-08,,1.7732936143875122
2016-02-09,,1.7455900907516482
2016-02-10,2.3,1.7689485549926758
2016-02-11,,4.289811611175537
2016-02-12,,4.102133274078368
2016-02-13,,4.257984161376953
2016-02-14,,3.15486478805542
2016-02-15,,3.3386270999908447
2016-02-16,,4.220245361328125
2016-02-17,,2.8245313167572017
2016-02-18,,2.816789388656616
2016-02-19,,3.806948184967041
2016-02-20,,3.799370765686035
2016-02-21,,3.785151958465576
2016-02-22,,3.791761875152588
2016-02-23,,3.7947378158569336
2016-02-24,,3.69524359703064
2016-02-25,,3.667134046554565
2016-02-26,4.8,3.689000368118286
2016-02-27,,3.5504457950592037
2016-02-28,,3.6015567779541016
2016-02-29,,3.404043912887573
2016-03-01,,3.6823978424072266
2016-03-02,,7.0366411209106445
2016-03-03,,8.364995956420897
2016-03-04,,8.373629570007324
2016-03-05,,4.5054144859313965
2016-03-06,,3.9481933116912837
2016-03-07,,5.977071285247803
2016-03-08,,6.838108539581299
2016-03-09,,8.610550880432129
2016-03-10,11.8,10.283140182495117
2016-03-11,,9.318805694580078
2016-03-12,,7.87766170501709
2016-03-13,,6.861941337585449
2016-03-14,,9.505372047424316
2016-03-15,,8.873067855834961
2016-03-16,,9.264825820922852
2016-03-17,,9.74345588684082
2016-03-18,,7.640913963317871
2016-03-19,,6.037880420684815
2016-03-20,,5.231411933898926
2016-03-21,,5.170520782470703
2016-03-22,,5.807361125946045
2016-03-23,,4.896788597106934
2016-03-24,,7.3812665939331055
2016-03-25,,10.346165657043457
2016-03-26,,11.924778938293455
2016-03-27,,6.869776725769043
2016-03-28,,6.879486083984375
2016-03-29,,4.794691562652588
2016-03-30,,7.046509742736816
2016-03-31,,7.264913082122803
2016-04-01,,5.42426872253418
2016-04-02,,4.68181037902832
2016-04-03,,4.328603744506837
2016-04-04,,4.77259635925293
2016-04-05,,4.692336082458496
2016-04-06,16.8,3.4196786880493164
2016-04-07,,3.3359315395355225
2016-04-08,,4.95975399017334
2016-04-09,,4.968839645385742
2016-04-10,,10.631246566772461
2016-04-11,,8.909743309020996
2016-04-12,,10.341952323913574
2016-04-13,,10.925442695617676
2016-04-14,,8.052000045776367
2016-04-15,,10.053396224975586
2016-04-16,,14.539531707763672
2016-04-17,,17.210012435913086
2016-04-18,8.2,11.81459140777588
2016-04-19,,15.639168739318848
2016-04-20,,13.496520042419435
2016-04-21,,13.767987251281738
2016-04-22,,13.368881225585938
2016-04-23,,17.822296142578125
2016-04-24,,6.6389522552490225
2016-04-25,,7.692915439605713
2016-04-26,,10.117464065551758
2016-04-27,,11.255983352661133
2016-04-28,,12.488560676574707
2016-04-29,,15.208916664123535
2016-04-30,,22.3557186126709
2016-05-01,,17.806686401367188
2016-05-02,,17.7259464263916
2016-05-03,,15.414219856262207
2016-05-04,25.0,14.040730476379395
2016-05-05,,32.733097076416016
2016-05-06,,13.135127067565918
2016-05-07,,18.14337730407715
2016-05-08,,19.06500625610352
2016-05-09,,19.074018478393555
2016-05-10,,18.907737731933594
2016-05-11,,22.490598678588867
2016-05-12,,15.518527030944824
2016-05-13,,15.292688369750975
2016-05-14,,18.437990188598636
2016-05-15,,19.50269889831543
2016-05-16,,10.578283309936523
2016-05-17,,10.60697078704834
2016-05-18,,9.76419162750244
2016-05-19,3.8,5.628220081329347
2016-05-20,,5.628289222717285
2016-05-21,,5.68166446685791
2016-05-22,,5.7688636779785165
2016-05-23,,10.421876907348633
2016-05-24,,10.449774742126463
2016-05-25,,10.300859451293944
2016-05-26,,9.931891441345217
2016-05-27,,9.406923294067383
2016-05-28,,15.004752159118652
2016-05-29,,13.177681922912598
2016-05-30,,14.86321258544922
2016-05-31,8.7,12.624430656433105
2016-06-01,,23.756967544555664
2016-06-02,,24.28289222717285
2016-06-03,,13.21990203857422
2016-06-04,,14.437372207641602
2016-06-05,,18.536846160888672
2016-06-06,,13.10256576538086
2016-06-07,,11.579683303833008
2016-06-08,,10.730823516845703
2016-06-09,,14.580801963806152
2016-06-10,,14.625460624694824
2016-06-11,,11.828518867492676
2016-06-12,,14.052849769592285
2016-06-13,,13.531152725219727
2016-06-14,,13.785593032836914
2016-06-15,,31.26341438293457
2016-06-16,15.2,27.68026161193848
2016-06-17,,20.22911834716797
2016-06-18,,15.141776084899902
2016-06-19,,24.907480239868164
2016-06-20,,24.87855339050293
2016-06-21,,12.779467582702635
2016-06-22,,12.348312377929688
2016-06-23,,11.102520942687988
2016-06-24,,11.306062698364258
2016-06-25,,14.722867965698242
2016-06-26,,13.2094144821167
2016-06-27,,7.333058834075928
2016-06-28,,7.535991191864014
2016-06-29,,6.456300258636475
2016-06-30,,6.439706325531006
2016-07-01,,10.273225784301758
2016-07-02,,11.432940483093262
2016-07-03,,7.0589447021484375
2016-07-04,11.7,10.32659149169922
2016-07-05,,10.326434135437012
2016-07-06,,10.620739936828613
2016-07-07,,8.098403930664062
2016-07-08,,8.118494033813478
2016-07-09,,6.0430846214294425
2016-07-10,,3.728522300720215
2016-07-11,,3.671540498733521
2016-07-12,,6.024831295013428
2016-07-13,,8.275570869445799
2016-07-14,,8.255268096923826
2016-07-15,,15.225947380065918
2016-07-16,,17.41200065612793
2016-07-17,,21.39420890808105
2016-07-18,,13.924108505249025
2016-07-19,6.0,13.48842716217041
2016-07-20,,15.956669807434082
2016-07-21,,15.93787956237793
2016-07-22,,14.678140640258787
2016-07-23,,6.212156295776367
2016-07-24,,18.77617073059082
2016-07-25,,16.930675506591793
2016-07-26,,16.044382095336914
2016-07-27,,16.044382095336914
2016-07-28,,14.003463745117188
2016-07-29,4.8,14.858383178710938
2016-07-30,,16.660964965820312
2016-07-31,,9.661789894104004
2016-08-01,,16.354969024658207
2016-08-02,,5.738840103149414
2016-08-03,,3.320946216583252
2016-08-04,,4.338972568511963
2016-08-05,,2.016042709350586
2016-08-06,,5.752735137939452
2016-08-07,,4.854026794433594
2016-08-08,,6.549530506134032
2016-08-09,,7.1158180236816415
2016-08-10,,6.400450706481934
2016-08-11,,6.400371551513673
2016-08-12,,3.1295804977416988
2016-08-13,,4.666127681732178
2016-08-14,,4.20632266998291
2016-08-15,,7.770823955535889
2016-08-16,5.2,1.8503836393356323
2016-08-17,,12.020689010620115
2016-08-18,,11.585214614868164
2016-08-19,,4.1794633865356445
2016-08-20,,10.070054054260254
2016-08-21,,6.664226531982423
2016-08-22,,7.069836139678955
2016-08-23,,6.830502986907959
2016-08-24,,9.005989074707031
2016-08-25,,7.966590404510497
2016-08-26,,4.632985591888428
2016-08-27,,8.909531593322754
2016-08-28,,8.909489631652832
2016-08-29,,9.18345546722412
2016-08-30,,10.893829345703123
2016-08-31,,8.968342781066895
2016-09-01,10.4,9.14769458770752
2016-09-02,,8.764569282531737
2016-09-03,,4.586385726928711
2016-09-04,,2.730948209762573
2016-09-05,,6.203822612762451
2016-09-06,,1.9014428853988647
2016-09-07,,12.53785514831543
2016-09-08,,12.312442779541016
2016-09-09,,9.796968460083008
2016-09-10,,9.06861400604248
2016-09-11,,9.349488258361816
2016-09-12,,34.56081008911133
2016-09-13,,16.69296646118164
2016-09-14,,12.525018692016602
2016-09-15,,4.753281593322754
2016-09-16,4.8,4.385519504547118
2016-09-17,,7.864062309265138
2016-09-18,,8.833627700805664
2016-09-19,,8.339673042297362
2016-09-20,,2.606955051422119
2016-09-21,,2.607094049453736
2016-09-22,,5.131441593170166
2016-09-23,,5.106715202331543
2016-09-24,,29.207277297973636
2016-09-25,,7.104008674621582
2016-09-26,,7.104015350341798
2016-09-27,,18.144746780395508
2016-09-28,,13.036521911621096
2016-09-29,,6.9441633224487305
2016-09-30,,6.457727909088135
2016-10-01,,3.694811344146729
2016-10-02,,3.5486865043640137
2016-10-03,,6.199265480041504
2016-10-04,,6.931685924530028
2016-10-05,,6.422556877136231
2016-10-06,,6.598668098449707
2016-10-07,,4.6019487380981445
2016-10-08,,3.409135341644287
2016-10-09,,2.1472859382629395
2016-10-10,,11.641255378723145
2016-10-11,,2.3798487186431885
2016-10-12,,5.038907527923584
2016-10-13,,4.6847662925720215
2016-10-14,5.6,3.449702262878418
2016-10-15,,6.21180534362793
2016-10-16,,6.9631290435791025
2016-10-17,,6.541897773742676
2016-10-18,,5.927839279174805
2016-10-19,,5.513594150543213
2016-10-20,,5.651048183441162
2016-10-21,,4.469892501831055
2016-10-22,,5.317204475402832
2016-10-23,,6.310616493225098
2016-10-24,,4.954951763153076
2016-10-25,,6.053520202636719
2016-10-26,,5.929954528808594
2016-10-27,,5.037939071655273
2016-10-28,,5.599778652191162
2016-10-29,,6.6193461418151855
2016-10-30,,4.962669372558594
2016-10-31,,4.480761528015137
2016-11-01,,4.480761528015137
2016-11-02,,3.4743328094482417
2016-11-03,,3.928076267242432
2016-11-04,,3.728868246078491
2016-11-05,,2.8843059539794917
2016-11-06,,5.554810047149658
2016-11-07,,1.4596495628356934
2016-11-08,,1.4731400012969968
2016-11-09,,2.447676181793213
2016-11-10,,3.725658416748047
2016-11-11,,5.174246788024902
2016-11-12,,5.086172580718994
2016-11-13,,5.085414409637451
2016-11-14,,1.8799706697463991
2016-11-15,,1.8950181007385252
2016-11-16,2.8,1.8979241847991943
2016-11-17,,1.3518270254135132
2016-11-18,,1.5932385921478271
2016-11-19,,1.15523099899292
2016-11-20,,1.0927331447601318
2016-11-21,,2.848435640335083
2016-11-22,,3.0570282936096187
2016-11-23,,3.1416773796081543
2016-11-24,,5.047449111938477
2016-11-25,,7.197545051574707
2016-11-26,,6.642133712768555
2016-11-27,,2.2786788940429688
2016-11-28,,6.793486595153809
2016-11-29,,3.645695924758911
2016-11-30,,3.4866728782653813
2016-12-01,,2.5506155490875244
2016-12-02,,2.5600719451904297
2016-12-03,,4.503598690032959
2016-12-04,,2.4353222846984863
2016-12-05,,10.114228248596193
2016-12-06,,8.615461349487305
2016-12-07,,8.320845603942871
2016-12-08,,7.384467124938965
2016-12-09,,4.3220858573913565
2016-12-10,,3.620660543441773
2016-12-11,,3.529654264450073
2016-12-12,,3.2627546787261963
2016-12-13,,2.3448891639709477
2016-12-14,,2.3504676818847656
2016-12-15,3.4,2.4397377967834477
2016-12-16,,1.8192796707153318
2016-12-17,,1.8243730068206787
2016-12-18,,1.7699897289276123
2016-12-19,,1.7665948867797852
2016-12-20,,1.7664284706115725
2016-12-21,,4.551396369934082
2016-12-22,,4.3922505378723145
2016-12-23,,4.4373435974121085
2016-12-24,,4.136929512023927
2016-12-25,,1.4136080741882324
2016-12-26,,1.0975930690765379
2016-12-27,,2.989100456237793
2016-12-28,,5.970449447631836
2016-12-29,,5.574865341186523
2016-12-30,,1.089103937149048
2016-12-31,,1.1214200258255005
2017-01-01,,2.3380048274993896
2017-01-02,,1.945894956588745
2017-01-03,,1.8979429006576536
2017-01-04,,1.0151392221450806
2017-01-05,,1.4227616786956787
2017-01-06,,1.3815749883651731
2017-01-07,,1.4309632778167725
2017-01-08,,1.297762155532837
2017-01-09,,1.8122314214706419
2017-01-10,,1.8891987800598145
2017-01-11,,1.7900696992874146
2017-01-12,,1.7992727756500244
2017-01-13,,1.9079715013504028
2017-01-14,,1.9511287212371824
2017-01-15,,2.714059352874756
2017-01-16,,7.442584991455077
2017-01-17,,9.735929489135742
2017-01-18,,6.01185417175293
2017-01-19,,4.004824161529541
2017-01-20,,2.500610589981079
2017-01-21,,1.5265789031982422
2017-01-22,,4.3386878967285165
2017-01-23,,2.0553243160247803
2017-01-24,,1.7026513814926147
2017-01-25,3.8,1.7023817300796509
2017-01-26,,1.5075331926345823
2017-01-27,,1.5034632682800293
2017-01-28,,1.4961838722229004
2017-01-29,,1.7234561443328855
2017-01-30,,1.5444823503494265
2017-01-31,,1.2460390329360962
2017-02-01,,1.664721131324768
2017-02-02,,4.071122646331787
2017-02-03,,3.061152696609497
2017-02-04,,2.1989095211029053
2017-02-05,,1.989545226097107
2017-02-06,,2.1563465595245357
2017-02-07,,2.128448009490967
2017-02-08,,1.8773905038833616
2017-02-09,,2.5281357765197754
2017-02-10,4.1,2.622180700302124
2017-02-11,,2.5373220443725586
2017-02-12,,2.655552387237549
2017-02-13,,2.618438482284546
2017-02-14,,3.767458200454712
2017-02-15,,3.2333126068115234
2017-02-16,,2.140270709991455
2017-02-17,,1.9899132251739504
2017-02-18,,2.896104574203491
2017-02-19,,3.485068321228028
2017-02-20,,3.207072496414185
2017-02-21,,1.4453392028808594
2017-02-22,,1.0663082599639893
2017-02-23,,2.1507525444030757
2017-02-24,,3.109458446502685
2017-02-25,,3.109458446502685
2017-02-26,,2.5778918266296387
2017-02-27,4.1,3.416947364807129
2017-02-28,,3.913283109664917
2017-03-01,,3.941325426101685
2017-03-02,,3.04792857170105
2017-03-03,,2.935088634490967
2017-03-04,,3.1713988780975337
2017-03-05,,2.8458077907562256
2017-03-06,,2.2239675521850586
2017-03-07,,2.0406243801116943
2017-03-08,,2.199960947036743
2017-03-09,,2.820631980895996
2017-03-10,11.7,2.2554917335510254
2017-03-11,,2.241421699523926
2017-03-12,,3.195398092269897
2017-03-13,,3.7442324161529537
2017-03-14,,3.6181697845458975
2017-03-15,,3.713593244552612
2017-03-16,,2.636202096939087
2017-03-17,,3.3504624366760254
2017-03-18,,3.357008218765259
2017-03-19,,3.574204206466675
2017-03-20,,3.3721706867218018
